id,y_true,score
6252_halu,1,2.85357701409929
6252_right,0,2.311924621867995
4684_halu,1,2.6364210047844834
4684_right,0,1.270946066682207
1731_halu,1,2.727493030187897
1731_right,0,0.0
4742_halu,1,2.710474404748041
4742_right,0,0.0
4521_halu,1,2.639770147699991
4521_right,0,0.0
6340_halu,1,2.7903145691622595
6340_right,0,0.0
576_halu,1,2.6303613917429853
576_right,0,0.0
5202_halu,1,2.758233401757292
5202_right,0,0.0
6363_halu,1,1.622427119447856
6363_right,0,1.361567607683995
439_halu,1,2.6468987613242243
439_right,0,1.107460843724822
2750_halu,1,2.768141377035245
2750_right,0,2.6888520730877814
7487_halu,1,2.5538513786406742
7487_right,0,1.6742286724414357
5272_halu,1,2.720311013352781
5272_right,0,1.993410510306337
5653_halu,1,2.6648444309345907
5653_right,0,0.0
3999_halu,1,2.4724865933065563
3999_right,0,0.0
6033_halu,1,2.7094850790224108
6033_right,0,0.0
582_halu,1,0.0
582_right,0,1.197737327450612
9930_halu,1,1.9541843597002009
9930_right,0,0.0
7051_halu,1,2.621421417390274
7051_right,0,0.0
8158_halu,1,2.258637639626877
8158_right,0,2.258739580863072
9896_halu,1,2.784333064446848
9896_right,0,0.0
2249_halu,1,2.799720349519929
2249_right,0,0.0
4640_halu,1,2.7283803536163957
4640_right,0,0.0
9485_halu,1,2.719919141705452
9485_right,0,1.1520425970256718
4947_halu,1,2.709752386096369
4947_right,0,0.0
9920_halu,1,2.727786228332987
9920_right,0,0.0
1963_halu,1,2.762308765493264
1963_right,0,0.0
8243_halu,1,2.706909453442168
8243_right,0,0.0
6590_halu,1,2.7038519511180765
6590_right,0,0.0
8847_halu,1,2.7186835341274547
8847_right,0,0.0
321_halu,1,2.801594176250678
321_right,0,0.0
2678_halu,1,2.74136644543514
2678_right,0,0.0
4625_halu,1,2.215342907872845
4625_right,0,0.0
4949_halu,1,2.018256559066696
4949_right,0,1.26720431142823
8328_halu,1,2.7477011241844296
8328_right,0,0.0
3337_halu,1,2.679007873376708
3337_right,0,0.0
5589_halu,1,2.840853803251355
5589_right,0,0.0
251_halu,1,2.818219471393681
251_right,0,1.5278716173355809
3973_halu,1,2.739112748670891
3973_right,0,1.6780948452360869
6630_halu,1,0.0
6630_right,0,0.0
5547_halu,1,2.757019993027779
5547_right,0,0.0
35_halu,1,2.653325913865656
35_right,0,1.3690514933564388
8362_halu,1,2.828339598736813
8362_right,0,1.4223270455943964
1513_halu,1,2.727879143768803
1513_right,0,1.2667780872471048
9317_halu,1,2.744287264839269
9317_right,0,0.0
39_halu,1,2.767220198733651
39_right,0,0.0
4819_halu,1,2.804836551306786
4819_right,0,0.0
3465_halu,1,2.6361534957995816
3465_right,0,2.7729181159518963
1760_halu,1,2.4297473120354574
1760_right,0,0.0
2304_halu,1,2.696019233091319
2304_right,0,0.0
3723_halu,1,2.8724385417028917
3723_right,0,2.212799687838264
8284_halu,1,2.318334825050212
8284_right,0,2.257681270595779
4993_halu,1,2.743910657619158
4993_right,0,1.8235183047924612
8127_halu,1,2.7211887106857504
8127_right,0,1.8211819837787075
3032_halu,1,2.7892560142979352
3032_right,0,1.1074903028828844
7938_halu,1,2.7798012954128897
7938_right,0,0.0
3039_halu,1,2.816271836239721
3039_right,0,0.0
9655_halu,1,2.8068856928046757
9655_right,0,2.2267536334318216
2545_halu,1,2.781954948294661
2545_right,0,0.0
2592_halu,1,2.695972384924457
2592_right,0,0.0
1188_halu,1,2.219137160160413
1188_right,0,0.0
7966_halu,1,2.745097948498448
7966_right,0,0.0
6077_halu,1,2.657260907630986
6077_right,0,0.0
107_halu,1,2.696504121208657
107_right,0,2.3208901792700014
1315_halu,1,2.790738379926317
1315_right,0,1.4301753586717958
8187_halu,1,1.949585958488156
8187_right,0,0.0
2753_halu,1,2.382896765652885
2753_right,0,0.0
9753_halu,1,2.7127929056262103
9753_right,0,0.0
6231_halu,1,2.777902925298643
6231_right,0,1.3278477694499515
2876_halu,1,0.0
2876_right,0,0.0
5323_halu,1,2.7956331805959103
5323_right,0,1.0769385686133204
799_halu,1,2.4907719824619567
799_right,0,0.0
3570_halu,1,2.7814410351534127
3570_right,0,0.0
2894_halu,1,2.752371391073145
2894_right,0,1.1062898156367198
2927_halu,1,2.030465803590253
2927_right,0,0.0
8178_halu,1,2.586401862177357
8178_right,0,0.0
971_halu,1,2.725219755922632
971_right,0,0.0
6687_halu,1,2.5354641145295904
6687_right,0,0.0
8575_halu,1,2.724400094028729
8575_right,0,0.0
2020_halu,1,2.7904622993429635
2020_right,0,0.0
9054_halu,1,2.5803652391142617
9054_right,0,0.9051254136248208
952_halu,1,0.0
952_right,0,0.0
5359_halu,1,2.8337819048310195
5359_right,0,0.0
3857_halu,1,2.819463087692049
3857_right,0,0.0
5861_halu,1,2.0499593296812804
5861_right,0,1.0560292193566752
3145_halu,1,2.3479864619781927
3145_right,0,1.1536128204603144
3305_halu,1,2.820522157878238
3305_right,0,1.1988904190806835
3006_halu,1,2.1935253426658274
3006_right,0,0.0
9001_halu,1,2.636295832363302
9001_right,0,0.0
7770_halu,1,2.349446211106876
7770_right,0,1.0805752989278452
7438_halu,1,2.82071590960515
7438_right,0,1.061250054607734
7942_halu,1,2.7073133632805964
7942_right,0,1.1320132995560503
9238_halu,1,2.621559599528588
9238_right,0,2.221840456869987
1056_halu,1,2.8250251309184087
1056_right,0,0.0
3154_halu,1,0.0
3154_right,0,0.0
3787_halu,1,2.673535845964537
3787_right,0,0.0
9189_halu,1,2.3990432476995127
9189_right,0,0.0
7825_halu,1,2.716758398928812
7825_right,0,0.8633605846451677
7539_halu,1,2.2113306141944444
7539_right,0,1.6664299471812098
7231_halu,1,2.067438564028859
7231_right,0,0.0
764_halu,1,2.821181602341446
764_right,0,0.0
5019_halu,1,2.731939462242029
5019_right,0,0.9406183108164716
4903_halu,1,2.774078859608643
4903_right,0,0.0
8093_halu,1,0.0
8093_right,0,0.0
6843_halu,1,2.838051338787022
6843_right,0,0.0
2165_halu,1,3.599964978709158
2165_right,0,1.2479302962287022
1862_halu,1,2.79046169356792
1862_right,0,1.5945895341347829
7850_halu,1,2.583802506843059
7850_right,0,0.0
9123_halu,1,2.64971427294238
9123_right,0,0.0
2340_halu,1,2.679549440801983
2340_right,0,0.0
5527_halu,1,2.7736194772768386
5527_right,0,0.0
6743_halu,1,2.7714016253187417
6743_right,0,0.0
4003_halu,1,2.794101899553377
4003_right,0,0.0
1123_halu,1,2.7302758281797503
1123_right,0,0.0
8709_halu,1,2.7719321330934017
8709_right,0,1.6674206631004052
4049_halu,1,2.608965234214737
4049_right,0,0.0
7640_halu,1,2.7661148482288187
7640_right,0,0.0
765_halu,1,2.7188636893994165
765_right,0,0.0
2344_halu,1,2.6880787805614994
2344_right,0,1.0715853669292923
4071_halu,1,2.801187000798942
4071_right,0,0.0
7216_halu,1,1.9299669575998892
7216_right,0,0.0
4216_halu,1,2.7016005556387745
4216_right,0,1.2102610049577758
7952_halu,1,2.7018246104819803
7952_right,0,0.0
5970_halu,1,2.761601477164929
5970_right,0,1.6629459195467169
3350_halu,1,2.641726802594915
3350_right,0,0.0
4695_halu,1,2.7166602861380955
4695_right,0,2.3676309096608628
3399_halu,1,1.9179755984584848
3399_right,0,0.0
4081_halu,1,2.776076526485605
4081_right,0,0.0
9149_halu,1,2.816300000569876
9149_right,0,1.318801102264903
1224_halu,1,2.776745297472263
1224_right,0,0.0
6292_halu,1,2.732940752355527
6292_right,0,2.619961383863117
3122_halu,1,2.733079925724899
3122_right,0,0.0
510_halu,1,2.816882758413667
510_right,0,1.260227297679826
5794_halu,1,53.21451414090306
5794_right,0,0.0
8181_halu,1,2.6601567304090667
8181_right,0,0.0
9417_halu,1,2.725459703118837
9417_right,0,1.4293408727254815
96_halu,1,1.6658278847789143
96_right,0,0.0
6681_halu,1,2.7424590319904443
6681_right,0,1.2219775753386002
1512_halu,1,1.908618956131003
1512_right,0,0.0
8791_halu,1,2.8223843664881425
8791_right,0,1.6643148366513358
119_halu,1,2.765010817289891
119_right,0,0.0
7791_halu,1,2.814540299362359
7791_right,0,0.0
6517_halu,1,2.6268164881593763
6517_right,0,1.421486294970796
33_halu,1,2.656571033358865
33_right,0,0.0
7887_halu,1,2.3280878029813907
7887_right,0,1.1557924702503006
6830_halu,1,2.6304341642540496
6830_right,0,1.024890480378655
5421_halu,1,2.747535843405012
5421_right,0,2.823799764104441
1068_halu,1,2.7929881425059
1068_right,0,0.0
1347_halu,1,2.722073365427645
1347_right,0,0.0
4747_halu,1,2.819044542186784
4747_right,0,0.0
6005_halu,1,2.789796313592234
6005_right,0,0.0
6039_halu,1,2.5873254283142857
6039_right,0,0.0
3817_halu,1,2.717950653596912
3817_right,0,0.0
8446_halu,1,2.718483510184266
8446_right,0,0.0
5269_halu,1,2.760595570130024
5269_right,0,0.0
6897_halu,1,2.7505531451974945
6897_right,0,0.0
5309_halu,1,2.277911101129023
5309_right,0,0.982380677406103
31_halu,1,1.97360119638126
31_right,0,0.0
5674_halu,1,8.801495100703653
5674_right,0,1.1888134349384771
4386_halu,1,14.912049043331862
4386_right,0,1.131074293014646
29_halu,1,2.7546796920338545
29_right,0,0.0
4202_halu,1,2.7254040806803426
4202_right,0,0.0
7507_halu,1,2.4411712811456057
7507_right,0,0.0
735_halu,1,2.8166359307479847
735_right,0,1.2873798893259585
2067_halu,1,2.7533383244134244
2067_right,0,1.1549394792982464
106_halu,1,2.8261267160043806
106_right,0,0.0
9644_halu,1,2.5919965560269134
9644_right,0,2.717520396893569
8894_halu,1,2.280558572815262
8894_right,0,0.0
8020_halu,1,2.7873403282862967
8020_right,0,0.0
2232_halu,1,2.7324691989180705
2232_right,0,1.5996429300748036
993_halu,1,2.800301800220336
993_right,0,0.0
9412_halu,1,2.831773611154836
9412_right,0,0.0
